date	close
3-Dec-10	200.00
2-Dec-10	200.00
1-Dec-10	200.00
30-Nov-10	200.00
29-Nov-10	200.00
26-Nov-10	200.00
24-Nov-10	200.00
23-Nov-10	200.00
22-Nov-10	200.00
19-Nov-10	200.00
18-Nov-10	200.00
17-Nov-10	200.00
16-Nov-10	200.00
15-Nov-10	200.00
12-Nov-10	200.00
11-Nov-10	200.00
10-Nov-10	200.00
9-Nov-10	200.00
8-Nov-10	200.00
5-Nov-10	200.00
4-Nov-10	200.00
3-Nov-10	200.00
2-Nov-10	200.00
1-Nov-10	200.00
29-Oct-10	200.00
28-Oct-10	200.00
27-Oct-10	200.00
26-Oct-10	200.00
25-Oct-10	200.00
22-Oct-10	200.00
21-Oct-10	200.00
20-Oct-10	200.00
19-Oct-10	200.00
18-Oct-10	200.00
15-Oct-10	200.00
14-Oct-10	200.00
13-Oct-10	200.00
12-Oct-10	200.00
11-Oct-10	200.00
8-Oct-10	200.00
7-Oct-10	200.00
6-Oct-10	200.00
5-Oct-10	200.00
4-Oct-10	200.00
1-Oct-10	200.00
30-Sep-10	200.00
29-Sep-10	200.00
28-Sep-10	200.00
27-Sep-10	200.00
24-Sep-10	200.00
23-Sep-10	200.00
22-Sep-10	200.00
21-Sep-10	200.00
20-Sep-10	200.00
17-Sep-10	200.00
16-Sep-10	200.00
15-Sep-10	200.00
14-Sep-10	200.00
13-Sep-10	200.00
10-Sep-10	200.00
9-Sep-10	200.00
8-Sep-10	200.00
7-Sep-10	200.00
6-Sep-10	200.00
3-Sep-10	200.00
2-Sep-10	200.00
1-Sep-10	200.00
31-Aug-10	200.00
30-Aug-10	200.00
27-Aug-10	200.00
26-Aug-10	200.00
25-Aug-10	200.00
24-Aug-10	200.00
23-Aug-10	200.00
20-Aug-10	200.00
19-Aug-10	200.00
18-Aug-10	200.00
17-Aug-10	200.00
16-Aug-10	200.00
13-Aug-10	200.00
12-Aug-10	200.00
11-Aug-10	200.00
10-Aug-10	200.00
9-Aug-10	200.00
6-Aug-10	200.00
5-Aug-10	200.00
4-Aug-10	200.00
3-Aug-10	200.00
2-Aug-10	200.00
30-Jul-10	200.00
29-Jul-10	200.00
28-Jul-10	200.00
27-Jul-10	200.00
26-Jul-10	200.00
23-Jul-10	200.00
22-Jul-10	200.00
21-Jul-10	200.00
20-Jul-10	200.00
19-Jul-10	200.00
16-Jul-10	200.00
15-Jul-10	200.00
14-Jul-10	200.00
13-Jul-10	200.00
12-Jul-10	200.00
9-Jul-10	200.00
8-Jul-10	200.00
7-Jul-10	200.00
6-Jul-10	200.00
5-Jul-10	200.00
2-Jul-10	200.00
1-Jul-10	200.00
30-Jun-10	200.00
29-Jun-10	200.00
28-Jun-10	200.00
25-Jun-10	200.00
24-Jun-10	200.00
23-Jun-10	200.00
22-Jun-10	200.00
21-Jun-10	200.00
18-Jun-10	200.00
17-Jun-10	200.00
16-Jun-10	200.00
15-Jun-10	200.00
14-Jun-10	200.00
11-Jun-10	200.00
10-Jun-10	200.00
9-Jun-10	200.00
8-Jun-10	200.00
7-Jun-10	200.00
4-Jun-10	200.00
3-Jun-10	200.00
2-Jun-10	200.00
1-Jun-10	200.00
31-May-10	200.00
28-May-10	200.00
27-May-10	200.00
26-May-10	200.00
25-May-10	200.00
24-May-10	200.00
21-May-10	200.00
20-May-10	200.00
19-May-10	200.00
18-May-10	200.00
17-May-10	200.00
14-May-10	200.00
13-May-10	200.00
12-May-10	200.00
11-May-10	200.00
10-May-10	200.00
7-May-10	200.00
6-May-10	200.00
5-May-10	200.00
4-May-10	200.00
3-May-10	200.00
30-Apr-10	200.00
29-Apr-10	200.00
28-Apr-10	200.00
27-Apr-10	200.00
26-Apr-10	200.00
23-Apr-10	200.00
22-Apr-10	200.00
21-Apr-10	200.00
20-Apr-10	200.00
19-Apr-10	200.00
16-Apr-10	200.00
15-Apr-10	200.00
14-Apr-10	200.00
13-Apr-10	200.00
12-Apr-10	200.00
9-Apr-10	200.00
8-Apr-10	200.00
7-Apr-10	200.00
6-Apr-10	200.00
5-Apr-10	200.00
2-Apr-10	200.00
1-Apr-10	200.00
31-Mar-10	200.00
30-Mar-10	200.00
29-Mar-10	200.00
26-Mar-10	200.00
25-Mar-10	200.00
24-Mar-10	200.00
23-Mar-10	200.00
22-Mar-10	200.00
19-Mar-10	200.00
18-Mar-10	200.00
17-Mar-10	200.00
16-Mar-10	200.00
15-Mar-10	200.00
12-Mar-10	200.00
11-Mar-10	200.00
10-Mar-10	200.00
9-Mar-10	200.00
8-Mar-10	200.00
5-Mar-10	200.00
4-Mar-10	200.00
3-Mar-10	200.00
2-Mar-10	200.00
1-Mar-10	200.00
26-Feb-10	200.00
25-Feb-10	200.00
24-Feb-10	200.00
23-Feb-10	200.00
22-Feb-10	200.00
19-Feb-10	200.00
18-Feb-10	200.00
17-Feb-10	200.00
16-Feb-10	200.00
15-Feb-10	200.00
12-Feb-10	200.00
11-Feb-10	200.00
10-Feb-10	200.00
9-Feb-10	200.00
8-Feb-10	200.00
5-Feb-10	200.00
4-Feb-10	200.00
3-Feb-10	200.00
2-Feb-10	200.00
1-Feb-10	200.00
29-Jan-10	200.00
28-Jan-10	200.00
27-Jan-10	200.00
26-Jan-10	200.00
25-Jan-10	200.00
22-Jan-10	200.00
21-Jan-10	200.00
20-Jan-10	200.00
19-Jan-10	200.00
18-Jan-10	200.00
15-Jan-10	200.00
14-Jan-10	200.00
13-Jan-10	200.00
12-Jan-10	200.00
11-Jan-10	200.00
8-Jan-10	200.00
7-Jan-10	200.00
6-Jan-10	200.00
5-Jan-10	200.00
4-Jan-10	200.00
1-Jan-10	200.00
31-Dec-09	200.00
30-Dec-09	200.00
29-Dec-09	200.00
28-Dec-09	200.00
25-Dec-09	200.00
24-Dec-09	200.00
23-Dec-09	200.00
22-Dec-09	200.00
21-Dec-09	200.00
18-Dec-09	200.00
17-Dec-09	200.00
16-Dec-09	200.00
15-Dec-09	200.00
14-Dec-09	200.00
11-Dec-09	200.00
10-Dec-09	200.00
9-Dec-09	200.00
8-Dec-09	200.00
7-Dec-09	200.00
4-Dec-09	200.00
3-Dec-09	200.00
2-Dec-09	200.00
1-Dec-09	200.00
30-Nov-09	200.00
27-Nov-09	200.00
26-Nov-09	200.00
25-Nov-09	200.00
24-Nov-09	200.00
23-Nov-09	200.00
20-Nov-09	200.00
19-Nov-09	200.00
18-Nov-09	200.00
17-Nov-09	200.00
16-Nov-09	200.00
13-Nov-09	200.00
12-Nov-09	200.00
11-Nov-09	200.00
10-Nov-09	200.00
9-Nov-09	200.00
6-Nov-09	200.00
5-Nov-09	200.00
4-Nov-09	200.00
3-Nov-09	200.00
2-Nov-09	200.00
30-Oct-09	200.00
29-Oct-09	200.00
28-Oct-09	200.00
27-Oct-09	200.00
26-Oct-09	200.00
23-Oct-09	200.00
22-Oct-09	200.00
21-Oct-09	200.00
20-Oct-09	200.00
19-Oct-09	200.00
16-Oct-09	200.00
15-Oct-09	200.00
14-Oct-09	200.00
13-Oct-09	200.00
12-Oct-09	200.00
9-Oct-09	200.00
8-Oct-09	200.00
7-Oct-09	200.00
6-Oct-09	200.00
5-Oct-09	200.00
2-Oct-09	200.00
1-Oct-09	200.00
30-Sep-09	200.00
29-Sep-09	200.00
28-Sep-09	200.00
25-Sep-09	200.00
24-Sep-09	200.00
23-Sep-09	200.00
22-Sep-09	200.00
21-Sep-09	200.00
18-Sep-09	200.00
17-Sep-09	200.00
16-Sep-09	200.00
15-Sep-09	200.00
14-Sep-09	200.00
11-Sep-09	200.00
10-Sep-09	200.00
9-Sep-09	200.00
8-Sep-09	200.00
4-Sep-09	200.00
3-Sep-09	200.00
2-Sep-09	200.00
1-Sep-09	200.00
31-Aug-09	200.00
28-Aug-09	200.00
27-Aug-09	200.00
26-Aug-09	200.00
25-Aug-09	200.00
24-Aug-09	200.00
21-Aug-09	200.00
20-Aug-09	200.00
19-Aug-09	200.00
18-Aug-09	200.00
17-Aug-09	200.00
14-Aug-09	200.00
13-Aug-09	200.00
12-Aug-09	200.00
10-Aug-09	200.00
7-Aug-09	200.00
6-Aug-09	200.00
5-Aug-09	200.00
4-Aug-09	200.00
3-Aug-09	200.00
31-Jul-09	200.00
30-Jul-09	200.00
29-Jul-09	200.00
28-Jul-09	200.00
27-Jul-09	200.00
24-Jul-09	200.00
23-Jul-09	200.00
22-Jul-09	200.00
21-Jul-09	200.00
20-Jul-09	200.00
17-Jul-09	200.00
16-Jul-09	200.00
15-Jul-09	200.00
14-Jul-09	200.00
13-Jul-09	200.00
10-Jul-09	200.00
9-Jul-09	200.00
8-Jul-09	200.00
7-Jul-09	200.00
6-Jul-09	200.00
3-Jul-09	200.00
2-Jul-09	200.00
1-Jul-09	200.00
30-Jun-09	200.00
29-Jun-09	200.00
26-Jun-09	200.00
25-Jun-09	200.00
24-Jun-09	200.00
23-Jun-09	200.00
22-Jun-09	200.00
19-Jun-09	200.00
18-Jun-09	200.00
17-Jun-09	200.00
16-Jun-09	200.00
15-Jun-09	200.00
12-Jun-09	200.00
11-Jun-09	200.00
10-Jun-09	200.00
9-Jun-09	200.00
8-Jun-09	200.00
5-Jun-09	200.00
4-Jun-09	200.00
3-Jun-09	200.00
2-Jun-09	200.00
1-Jun-09	200.00
29-May-09	200.00
28-May-09	200.00
27-May-09	200.00
26-May-09	200.00
22-May-09	200.00
21-May-09	200.00
20-May-09	200.00
19-May-09	200.00
18-May-09	200.00
15-May-09	200.00
14-May-09	200.00
13-May-09	200.00
12-May-09	200.00
11-May-09	200.00
8-May-09	200.00
7-May-09	200.00
6-May-09	200.00
5-May-09	200.00
4-May-09	200.00
1-May-09	200.00
30-Apr-09	200.00
29-Apr-09	200.00
28-Apr-09	200.00
27-Apr-09	200.00
24-Apr-09	200.00
23-Apr-09	200.00
22-Apr-09	200.00
21-Apr-09	200.00
20-Apr-09	200.00
17-Apr-09	200.00
16-Apr-09	200.00
15-Apr-09	200.00
14-Apr-09	200.00
13-Apr-09	200.00
10-Apr-09	200.00
9-Apr-09	200.00
8-Apr-09	200.00
7-Apr-09	200.00
6-Apr-09	200.00
3-Apr-09	200.00
2-Apr-09	200.00
1-Apr-09	200.00
31-Mar-09	200.00
30-Mar-09	200.00
27-Mar-09	200.00
26-Mar-09	200.00
25-Mar-09	200.00
24-Mar-09	200.00
23-Mar-09	200.00
20-Mar-09	200.00
19-Mar-09	200.00
18-Mar-09	200.00
17-Mar-09	200.00
16-Mar-09	200.00
13-Mar-09	200.00
12-Mar-09	200.00
11-Mar-09	200.00
10-Mar-09	200.00
9-Mar-09	200.00
6-Mar-09	200.00
5-Mar-09	200.00
4-Mar-09	200.00
3-Mar-09	200.00
2-Mar-09	200.00
27-Feb-09	200.00
26-Feb-09	200.00
25-Feb-09	200.00
24-Feb-09	200.00
23-Feb-09	200.00
20-Feb-09	200.00
19-Feb-09	200.00
18-Feb-09	200.00
17-Feb-09	200.00
13-Feb-09	200.00
12-Feb-09	200.00
11-Feb-09	200.00
10-Feb-09	200.00
9-Feb-09	200.00
6-Feb-09	200.00
5-Feb-09	200.00
4-Feb-09	200.00
3-Feb-09	200.00
2-Feb-09	200.00
30-Jan-09	200.00
29-Jan-09	200.00
28-Jan-09	200.00
27-Jan-09	200.00
26-Jan-09	200.00
23-Jan-09	200.00
22-Jan-09	200.00
21-Jan-09	200.00
20-Jan-09	200.00
16-Jan-09	200.00
15-Jan-09	200.00
14-Jan-09	200.00
13-Jan-09	200.00
12-Jan-09	200.00
9-Jan-09	200.00
8-Jan-09	200.00
7-Jan-09	200.00
6-Jan-09	200.00
5-Jan-09	200.00
2-Jan-09	200.00
1-Jan-09	200.00
31-Dec-08	200.00
30-Dec-08	200.00
29-Dec-08	200.00
26-Dec-08	200.00
25-Dec-08	200.00
24-Dec-08	200.00
23-Dec-08	200.00
22-Dec-08	200.00
19-Dec-08	200.00
18-Dec-08	200.00
17-Dec-08	200.00
16-Dec-08	200.00
15-Dec-08	200.00
12-Dec-08	200.00
11-Dec-08	200.00
10-Dec-08	200.00
9-Dec-08	200.00
8-Dec-08	200.00
5-Dec-08	200.00
4-Dec-08	200.00
3-Dec-08	200.00
2-Dec-08	200.00
1-Dec-08	200.00
28-Nov-08	200.00
27-Nov-08	200.00
26-Nov-08	200.00
25-Nov-08	200.00
24-Nov-08	200.00
21-Nov-08	200.00
20-Nov-08	200.00
19-Nov-08	200.00
18-Nov-08	200.00
17-Nov-08	200.00
14-Nov-08	200.00
13-Nov-08	200.00
12-Nov-08	200.00
11-Nov-08	200.00
10-Nov-08	200.00
7-Nov-08	200.00
6-Nov-08	200.00
5-Nov-08	200.00
4-Nov-08	200.00
3-Nov-08	200.00
31-Oct-08	200.00
30-Oct-08	200.00
29-Oct-08	200.00
28-Oct-08	200.00
27-Oct-08	200.00
24-Oct-08	200.00
23-Oct-08	200.00
22-Oct-08	200.00
21-Oct-08	200.00
20-Oct-08	200.00
17-Oct-08	200.00
16-Oct-08	200.00
15-Oct-08	200.00
14-Oct-08	200.00
13-Oct-08	200.00
10-Oct-08	200.00
9-Oct-08	200.00
8-Oct-08	200.00
7-Oct-08	200.00
6-Oct-08	200.00
3-Oct-08	200.00
2-Oct-08	200.00
1-Oct-08	200.00
30-Sep-08	200.00
29-Sep-08	200.00
26-Sep-08	200.00
25-Sep-08	200.00
24-Sep-08	200.00
23-Sep-08	200.00
22-Sep-08	200.00
19-Sep-08	200.00
18-Sep-08	200.00
17-Sep-08	200.00
16-Sep-08	200.00
15-Sep-08	200.00
12-Sep-08	200.00
11-Sep-08	200.00
10-Sep-08	200.00
9-Sep-08	200.00
8-Sep-08	200.00
5-Sep-08	200.00
4-Sep-08	200.00
3-Sep-08	200.00
2-Sep-08	200.00
29-Aug-08	200.00
28-Aug-08	200.00
27-Aug-08	200.00
26-Aug-08	200.00
25-Aug-08	200.00
22-Aug-08	200.00
21-Aug-08	200.00
20-Aug-08	200.00
19-Aug-08	200.00
18-Aug-08	200.00
15-Aug-08	200.00
14-Aug-08	200.00
13-Aug-08	200.00
12-Aug-08	200.00
11-Aug-08	200.00
8-Aug-08	200.00
7-Aug-08	200.00
6-Aug-08	200.00
5-Aug-08	200.00
4-Aug-08	200.00
1-Aug-08	200.00
31-Jul-08	200.00
30-Jul-08	200.00
29-Jul-08	200.00
28-Jul-08	200.00
25-Jul-08	200.00
24-Jul-08	200.00
23-Jul-08	200.00
22-Jul-08	200.00
21-Jul-08	200.00
18-Jul-08	200.00
17-Jul-08	200.00
16-Jul-08	200.00
15-Jul-08	200.00
14-Jul-08	200.00
11-Jul-08	200.00
10-Jul-08	200.00
9-Jul-08	200.00
8-Jul-08	200.00
7-Jul-08	200.00
3-Jul-08	200.00
2-Jul-08	200.00
1-Jul-08	200.00
30-Jun-08	200.00
27-Jun-08	200.00
26-Jun-08	200.00
25-Jun-08	200.00
24-Jun-08	200.00
23-Jun-08	200.00
20-Jun-08	200.00
19-Jun-08	200.00
18-Jun-08	200.00
17-Jun-08	200.00
16-Jun-08	200.00
13-Jun-08	200.00
12-Jun-08	200.00
11-Jun-08	200.00
10-Jun-08	200.00
9-Jun-08	200.00
6-Jun-08	200.00
5-Jun-08	200.00
4-Jun-08	200.00
3-Jun-08	200.00
2-Jun-08	200.00
30-May-08	200.00
29-May-08	200.00
28-May-08	200.00
27-May-08	200.00
23-May-08	200.00
22-May-08	200.00
21-May-08	200.00
20-May-08	200.00
19-May-08	200.00
16-May-08	200.00
15-May-08	200.00
14-May-08	200.00
13-May-08	200.00
12-May-08	200.00
9-May-08	200.00
8-May-08	200.00
7-May-08	200.00
6-May-08	200.00
5-May-08	200.00
2-May-08	200.00
1-May-08	200.00
30-Apr-08	200.00
29-Apr-08	200.00
28-Apr-08	200.00
25-Apr-08	200.00
24-Apr-08	200.00
23-Apr-08	200.00
22-Apr-08	200.00
21-Apr-08	200.00
18-Apr-08	200.00
17-Apr-08	200.00
16-Apr-08	200.00
15-Apr-08	200.00
14-Apr-08	200.00
11-Apr-08	200.00
10-Apr-08	200.00
9-Apr-08	200.00
8-Apr-08	200.00
7-Apr-08	200.00
4-Apr-08	200.00
3-Apr-08	200.00
2-Apr-08	200.00
1-Apr-08	200.00
31-Mar-08	200.00
28-Mar-08	200.00
27-Mar-08	200.00
26-Mar-08	200.00
25-Mar-08	200.00
24-Mar-08	200.00
20-Mar-08	200.00
19-Mar-08	200.00
18-Mar-08	200.00
17-Mar-08	200.00
14-Mar-08	200.00
13-Mar-08	200.00
12-Mar-08	200.00
11-Mar-08	200.00
10-Mar-08	200.00
7-Mar-08	200.00
6-Mar-08	200.00
5-Mar-08	200.00
4-Mar-08	200.00
3-Mar-08	200.00
29-Feb-08	200.00
28-Feb-08	200.00
27-Feb-08	200.00
26-Feb-08	200.00
25-Feb-08	200.00
22-Feb-08	200.00
21-Feb-08	200.00
20-Feb-08	200.00
19-Feb-08	200.00
15-Feb-08	200.00
14-Feb-08	200.00
13-Feb-08	200.00
12-Feb-08	200.00
11-Feb-08	200.00
8-Feb-08	200.00
7-Feb-08	200.00
6-Feb-08	200.00
5-Feb-08	200.00
4-Feb-08	200.00
1-Feb-08	200.00
31-Jan-08	200.00
30-Jan-08	200.00
29-Jan-08	200.00
28-Jan-08	200.00
25-Jan-08	200.00
24-Jan-08	200.00
23-Jan-08	200.00
22-Jan-08	200.00
18-Jan-08	200.00
17-Jan-08	200.00
16-Jan-08	200.00
15-Jan-08	200.00
14-Jan-08	200.00
11-Jan-08	200.00
10-Jan-08	200.00
9-Jan-08	200.00
8-Jan-08	200.00
7-Jan-08	200.00
4-Jan-08	200.00
3-Jan-08	200.00
2-Jan-08	200.00
31-Dec-07	200.00
28-Dec-07	200.00
27-Dec-07	200.00
26-Dec-07	200.00
24-Dec-07	200.00
21-Dec-07	200.00
20-Dec-07	200.00
19-Dec-07	200.00
18-Dec-07	200.00
17-Dec-07	200.00
14-Dec-07	200.00
13-Dec-07	200.00
12-Dec-07	200.00
11-Dec-07	200.00
10-Dec-07	200.00
7-Dec-07	200.00
6-Dec-07	200.00
5-Dec-07	200.00
4-Dec-07	200.00
3-Dec-07	200.00
30-Nov-07	200.00
29-Nov-07	200.00
28-Nov-07	200.00
27-Nov-07	200.00
26-Nov-07	200.00
23-Nov-07	200.00
21-Nov-07	200.00
20-Nov-07	200.00
19-Nov-07	200.00
16-Nov-07	200.00
15-Nov-07	200.00
14-Nov-07	200.00
13-Nov-07	200.00
12-Nov-07	200.00
9-Nov-07	200.00
8-Nov-07	200.00
7-Nov-07	200.00
6-Nov-07	200.00
5-Nov-07	200.00
2-Nov-07	200.00
1-Nov-07	200.00
31-Oct-07	200.00
30-Oct-07	200.00
29-Oct-07	200.00
26-Oct-07	200.00
25-Oct-07	200.00
24-Oct-07	200.00
23-Oct-07	200.00
22-Oct-07	200.00
19-Oct-07	200.00
18-Oct-07	200.00
17-Oct-07	200.00
16-Oct-07	200.00
15-Oct-07	200.00
12-Oct-07	200.00
11-Oct-07	200.00
10-Oct-07	200.00
9-Oct-07	200.00
8-Oct-07	200.00
5-Oct-07	200.00
4-Oct-07	200.00
3-Oct-07	200.00
2-Oct-07	200.00
1-Oct-07	200.00
28-Sep-07	200.00
27-Sep-07	200.00
26-Sep-07	200.00
25-Sep-07	200.00
24-Sep-07	200.00
21-Sep-07	200.00
20-Sep-07	200.00
19-Sep-07	200.00
18-Sep-07	200.00
17-Sep-07	200.00
14-Sep-07	200.00
